name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Gabriel Teodoro Martinelli Silva,MID,Arsenal,26,2,8,0,False,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2608,0,0
Gabriel Magalhães,DEF,Arsenal,494,2,8,15,False,2020-09-12T11:30:00Z,0,3,1,90,1,0,1,0,0,0,0,0,0,0,3,37,51.8,0.3,33.0,8.5,50,0,85593,0,0
Gary Cahill,DEF,Crystal Palace,125,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5946,0,0
Gedson Carvalho Fernandes,MID,Spurs,401,4,7,0,True,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,6161,0,0
George Baldock,DEF,Sheffield Utd,351,8,20,1,True,2020-09-14T17:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,13,1.6,15.7,26.0,4.3,55,0,304826,0,0
Georginio Wijnaldum,MID,Liverpool,243,3,10,2,True,2020-09-12T16:30:00Z,4,3,1,90,0,0,0,3,0,0,0,0,0,0,0,9,15.8,23.0,35.0,7.4,55,0,120632,0,0
Giovani Lo Celso,MID,Spurs,403,4,7,0,True,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,0,55175,0,0
Glenn Murray,FWD,Brighton,53,7,5,0,True,2020-09-14T19:15:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,17313,0,0
Grady Diangana,MID,West Brom,446,5,9,2,True,2020-09-13T13:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,3,4.8,12.8,9.0,2.7,55,0,37744,0,0
Granit Xhaka,MID,Arsenal,9,2,8,3,False,2020-09-12T11:30:00Z,0,3,1,77,0,0,1,0,0,0,0,0,0,0,0,11,6.8,17.2,21.0,4.5,55,0,42909,0,0
Gylfi Sigurdsson,MID,Everton,150,4,17,1,False,2020-09-13T15:30:00Z,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.3,0.0,0.3,70,0,99837,0,0
Hakim Ziyech,MID,Chelsea,114,7,3,0,False,2020-09-14T19:15:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,80,0,139604,0,0
Hal Robson-Kanu,FWD,West Brom,408,5,9,1,True,2020-09-13T13:00:00Z,0,3,1,30,0,0,0,2,0,0,0,0,0,0,0,3,2.0,0.1,1.0,0.3,55,0,24892,0,0
Hamza Choudhury,MID,Leicester,234,5,18,0,False,2020-09-13T13:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,5293,0,0
Harrison Reed,MID,Fulham,373,2,1,2,True,2020-09-12T11:30:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,14,12.6,4.5,0.0,1.7,45,0,64140,0,0
Harry Kane,FWD,Spurs,388,4,7,2,True,2020-09-13T15:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,7,8.0,22.5,21.0,5.2,105,0,894557,0,0
Harry Wilson,MID,Liverpool,257,3,10,0,True,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,6549,0,0
Harry Winks,MID,Spurs,397,4,7,1,True,2020-09-13T15:30:00Z,0,1,1,59,0,0,0,1,0,0,0,0,0,0,0,8,2.0,2.3,0.0,0.4,55,0,10287,0,0
Harvey Barnes,MID,Leicester,235,5,18,3,False,2020-09-13T13:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,8,18.0,18.3,66.0,10.2,70,0,251556,0,0
Harvey Elliott,MID,Liverpool,265,3,10,0,True,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,10271,0,0
Heung-Min Son,MID,Spurs,390,4,7,2,True,2020-09-13T15:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,10,14.0,46.8,35.0,9.6,90,0,1724987,0,0
Hugo Lloris,GK,Spurs,383,4,7,3,True,2020-09-13T15:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,3,0,15,20.0,0.0,0.0,2.0,55,0,296409,0,0
Héctor Bellerín,DEF,Arsenal,11,2,8,5,False,2020-09-12T11:30:00Z,0,3,1,90,0,0,1,0,0,0,0,1,0,0,0,23,9.8,26.4,4.0,4.0,50,0,240975,0,0
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,205,3,11,5,False,2020-09-12T16:30:00Z,4,3,1,90,0,1,0,4,0,0,0,0,0,0,0,18,25.6,14.9,6.0,4.7,55,0,18135,0,0
Ian Carlo Poveda-Ocampo,MID,Leeds,209,3,11,0,False,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,20257,0,0
Illan Meslier,GK,Leeds,213,3,11,1,False,2020-09-12T16:30:00Z,4,3,1,90,0,0,0,4,0,0,0,0,0,3,0,20,17.8,0.0,0.0,1.8,45,0,55373,0,0
Isaac Hayden,MID,Newcastle,336,6,19,2,False,2020-09-12T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,1,0,0,0,12,12.8,2.0,0.0,1.5,50,0,5941,0,0
Issa Diop,DEF,West Ham,451,6,14,1,True,2020-09-12T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,15,24.6,0.9,0.0,2.6,45,0,101787,0,0
Ivan Ricardo Neves Abreu Cavaleiro,MID,Fulham,187,2,1,2,True,2020-09-12T11:30:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,10,7.4,26.4,0.0,3.4,55,0,7285,0,0
Jack Harrison,MID,Leeds,203,3,11,7,False,2020-09-12T16:30:00Z,4,3,1,90,1,0,0,4,0,0,0,0,0,0,0,23,43.6,6.5,19.0,6.9,55,0,30491,0,0
Jack O'Connell,DEF,Sheffield Utd,354,8,20,1,True,2020-09-14T17:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,8,19.2,2.3,0.0,2.2,50,0,46550,0,0
Jack Robinson,DEF,Sheffield Utd,352,8,20,0,True,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,11802,0,0
Jack Stephens,DEF,Southampton,367,1,6,2,False,2020-09-12T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,12,18.4,1.1,17.0,3.7,50,0,30741,0,0
Jack Wilshere,MID,West Ham,434,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,10257,0,0
Jacob Murphy,MID,Newcastle,497,6,19,0,False,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2064,0,0
Jairo Riedewald,MID,Crystal Palace,144,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,11161,0,0
Jake Livermore,MID,West Brom,409,5,9,2,True,2020-09-13T13:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,11,8.8,11.3,0.0,2.0,50,0,10809,0,0
Jake Vokins,DEF,Southampton,380,1,6,0,False,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,84869,0,0
Jamaal Lascelles,DEF,Newcastle,328,6,19,6,False,2020-09-12T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,21,21.8,0.3,0.0,2.2,45,0,219489,0,0
Jamal Lewis,DEF,Newcastle,513,6,19,7,False,2020-09-12T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,1,31,19.4,39.8,0.0,5.9,45,0,76806,0,0
James Justin,DEF,Leicester,239,5,18,9,False,2020-09-13T13:00:00Z,0,3,1,90,0,1,1,0,0,0,0,1,0,0,1,32,20.0,13.0,2.0,3.5,45,0,681843,0,0
James Maddison,MID,Leicester,231,5,18,1,False,2020-09-13T13:00:00Z,0,3,1,15,0,0,0,0,0,0,0,0,0,0,0,4,2.8,12.3,0.0,1.5,70,0,81625,0,0
James McArthur,MID,Crystal Palace,130,1,16,3,True,2020-09-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,14,11.2,10.4,6.0,2.8,55,0,12911,0,0
James McCarthy,MID,Crystal Palace,131,1,16,2,True,2020-09-12T14:00:00Z,1,0,1,73,0,0,1,0,0,0,0,1,0,0,0,5,0.0,8.8,0.0,0.9,45,0,144113,0,0
James Milner,MID,Liverpool,241,3,10,0,True,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,12449,0,0
James Rodríguez,MID,Everton,508,4,17,3,False,2020-09-13T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,16,17.0,58.6,23.0,9.9,75,0,471986,0,0
James Tomkins,DEF,Crystal Palace,129,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,538,0,0
James Ward-Prowse,MID,Southampton,370,1,6,2,False,2020-09-12T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,15,6.6,17.4,4.0,2.8,60,0,280881,0,0
Jamie Shackleton,MID,Leeds,210,3,11,1,False,2020-09-12T16:30:00Z,4,3,1,9,0,0,0,1,0,0,0,0,0,0,0,6,3.0,0.4,0.0,0.3,50,0,3045,0,0
Jamie Vardy,FWD,Leicester,224,5,18,13,False,2020-09-13T13:00:00Z,0,3,1,90,2,0,1,0,0,0,0,0,0,0,3,52,71.2,10.3,36.0,11.8,100,0,1036141,0,0
Jannik Vestergaard,DEF,Southampton,369,1,6,1,False,2020-09-12T14:00:00Z,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,19,17.6,10.4,4.0,3.2,45,0,36388,0,0
Jan Bednarek,DEF,Southampton,376,1,6,1,False,2020-09-12T14:00:00Z,1,0,1,45,0,0,0,1,0,0,0,0,0,0,0,11,8.8,1.3,0.0,1.0,45,0,196908,0,0
Japhet Tanganga,DEF,Spurs,402,4,7,0,True,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,8128,0,0
Jarrad Branthwaite,DEF,Everton,170,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,252603,0,0
Jarrod Bowen,MID,West Ham,445,6,14,2,True,2020-09-12T19:00:00Z,0,2,1,88,0,0,0,2,0,0,0,0,0,0,0,5,1.8,2.6,12.0,1.6,65,0,94805,0,0
Jason Steele,GK,Brighton,528,7,5,0,True,2020-09-14T19:15:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0
Javier Manquillo,DEF,Newcastle,332,6,19,5,False,2020-09-12T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,1,0,0,0,27,22.4,19.7,2.0,4.4,45,0,21964,0,0
Jay-Roy Grot,MID,Leeds,207,3,11,0,False,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2425,0,0
Jayden Bogle,DEF,Sheffield Utd,510,8,20,0,True,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,7325,0,0
Jean Michaël Seri,MID,Fulham,189,2,1,0,True,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,8146,0,0
Jean-Philippe Gbamin,MID,Everton,161,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,109,0,0
Jeffrey Schlupp,MID,Crystal Palace,142,1,16,2,True,2020-09-12T14:00:00Z,1,0,1,80,0,0,1,0,0,0,0,1,0,0,0,3,1.2,0.1,0.0,0.1,55,0,5393,0,0
Jeff Hendrick,MID,Newcastle,485,6,19,14,False,2020-09-12T19:00:00Z,0,2,1,90,1,1,1,0,0,0,0,0,0,0,3,41,67.0,13.4,23.0,10.3,50,0,6679,0,0
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,340,6,19,1,False,2020-09-12T19:00:00Z,0,2,1,15,0,0,0,0,0,0,0,0,0,0,0,4,7.2,11.2,8.0,2.6,60,0,26389,0,0
Joel Matip,DEF,Liverpool,246,3,10,1,True,2020-09-12T16:30:00Z,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,55,0,30541,0,0
Joel Ward,DEF,Crystal Palace,134,1,16,6,True,2020-09-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,22,13.2,0.7,0.0,1.4,45,0,105207,0,0
Joe Bryan,DEF,Fulham,182,2,1,1,True,2020-09-12T11:30:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,10.6,4.3,0.0,1.5,50,0,60330,0,0
Joe Hart,GK,Spurs,482,4,7,0,True,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,55692,0,0
John Egan,DEF,Sheffield Utd,353,8,20,0,True,2020-09-14T17:00:00Z,0,2,1,90,0,0,0,2,0,0,0,1,0,0,0,4,8.8,0.8,6.0,1.6,50,0,1006715,0,0
John Fleck,MID,Sheffield Utd,346,8,20,2,True,2020-09-14T17:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,10,10.2,36.0,14.0,6.0,60,0,33140,0,0
John Lundstram,MID,Sheffield Utd,355,8,20,2,True,2020-09-14T17:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,15,10.0,32.3,2.0,4.4,55,0,781245,0,0
John Ruddy,GK,Wolves,453,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,20303,0,0
Jonas Lössl,GK,Everton,151,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,9107,0,0
Jonathan Castro Otto,DEF,Wolves,462,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,2930,0,0
Jonathan Leko,MID,West Brom,420,5,9,0,True,2020-09-13T13:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3893,0,0
Jonjoe Kenny,DEF,Everton,160,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,12770,0,0
Jonjo Shelvey,MID,Newcastle,321,6,19,3,False,2020-09-12T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,12,14.4,44.6,22.0,8.1,55,0,20721,0,0
Jonny Evans,DEF,Leicester,219,5,18,0,False,2020-09-13T13:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,7125,0,0
Jordan Ayew,FWD,Crystal Palace,140,1,16,2,True,2020-09-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,-7,9.2,0.8,19.0,2.9,60,0,403544,0,0
Jordan Henderson,MID,Liverpool,244,3,10,2,True,2020-09-12T16:30:00Z,4,3,1,65,0,0,0,2,0,0,0,0,0,0,0,19,14.0,2.0,7.0,2.3,55,0,180668,0,0
Jordan Hugill,FWD,West Ham,444,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,544,0,0
Jordan Pickford,GK,Everton,157,4,17,8,False,2020-09-13T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,5,1,32,38.6,0.0,0.0,3.9,50,0,270083,0,0
Jordan Stevens,MID,Leeds,212,3,11,0,False,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,91194,0,0
Jorge Luiz Frello Filho,MID,Chelsea,105,7,3,12,False,2020-09-14T19:15:00Z,1,3,1,84,1,1,0,1,0,0,0,0,0,0,2,43,60.8,23.2,17.0,10.1,50,0,104796,0,0
Joseph Gomez,DEF,Liverpool,260,3,10,1,True,2020-09-12T16:30:00Z,4,3,1,90,0,0,0,3,0,0,0,0,0,0,0,13,19.2,1.0,0.0,2.0,55,0,292725,0,0
Joseph Willock,MID,Arsenal,20,2,8,0,False,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,7504,0,0
Josh Onomah,MID,Fulham,188,2,1,2,True,2020-09-12T11:30:00Z,0,3,1,74,0,0,0,3,0,0,0,0,0,0,0,3,8.2,3.1,0.0,1.1,50,0,11895,0,0
Josh Sims,MID,Southampton,374,1,6,0,False,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,11700,0,0
José Izquierdo,MID,Brighton,72,7,5,0,True,2020-09-14T19:15:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,133,0,0
João Filipe Iria Santos Moutinho,MID,Wolves,454,8,15,3,False,2020-09-14T17:00:00Z,0,2,1,85,0,0,1,0,0,0,0,0,0,0,0,16,17.4,49.1,0.0,6.7,55,0,202859,0,0
João Virgínia,GK,Everton,167,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5051,0,0
Joël Veltman,DEF,Brighton,67,7,5,0,True,2020-09-14T19:15:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,22681,0,0
Juan Foyth,DEF,Spurs,406,4,7,0,True,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,9137,0,0
Kai Havertz,MID,Chelsea,500,7,3,2,False,2020-09-14T19:15:00Z,1,3,1,79,0,0,0,1,0,0,0,0,0,0,0,8,8.4,14.8,0.0,2.3,85,0,755977,0,0
Kalvin Phillips,MID,Leeds,204,3,11,5,False,2020-09-12T16:30:00Z,4,3,1,90,0,1,0,4,0,0,0,0,0,0,0,24,36.4,24.6,1.0,6.2,50,0,138291,0,0
Kamil Grosicki,MID,West Brom,410,5,9,0,True,2020-09-13T13:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,7531,0,0
Kamil Miazek,GK,Leeds,208,3,11,0,False,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,137480,0,0
Karl Darlow,GK,Newcastle,325,6,19,7,False,2020-09-12T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,3,0,26,27.0,0.0,0.0,2.7,50,0,13715,0,0
Kasper Schmeichel,GK,Leicester,217,5,18,6,False,2020-09-13T13:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,1,0,21,12.2,0.0,0.0,1.2,55,0,828679,0,0
Kelechi Iheanacho,FWD,Leicester,233,5,18,0,False,2020-09-13T13:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,41594,0,0
Kelland Watts,DEF,Newcastle,342,6,19,0,False,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,21423,0,0
Kenneth Zohore,FWD,West Brom,416,5,9,0,True,2020-09-13T13:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,7467,0,0
Kenny Tete,DEF,Fulham,517,2,1,0,True,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,7610,0,0
Kepa Arrizabalaga,GK,Chelsea,112,7,3,2,False,2020-09-14T19:15:00Z,1,3,1,90,0,0,0,1,0,0,0,0,0,2,0,12,10.4,0.0,0.0,1.0,50,0,132136,0,0
Kevin McDonald,MID,Fulham,172,2,1,0,True,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,5028,0,0
Kieran Gibbs,DEF,West Brom,407,5,9,1,True,2020-09-13T13:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,6.4,1.7,0.0,0.8,45,0,48768,0,0
Kieran Tierney,DEF,Arsenal,17,2,8,6,False,2020-09-12T11:30:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,25,12.8,2.5,2.0,1.7,55,0,686005,0,0
Konstantinos Tsimikas,DEF,Liverpool,242,3,10,0,True,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3680,0,0
Kurt Zouma,DEF,Chelsea,110,7,3,8,False,2020-09-14T19:15:00Z,1,3,1,90,1,0,0,1,0,0,0,0,0,0,0,25,51.8,0.2,17.0,6.9,50,0,53224,0,0
Kyle Bartley,DEF,West Brom,412,5,9,1,True,2020-09-13T13:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,11,13.8,0.3,0.0,1.4,45,0,9197,0,0
Kyle Edwards,MID,West Brom,421,5,9,1,True,2020-09-13T13:00:00Z,0,3,1,22,0,0,0,2,0,0,0,0,0,0,0,3,4.6,0.5,20.0,2.5,50,0,2162,0,0
Kyle Walker-Peters,DEF,Southampton,375,1,6,1,False,2020-09-12T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,1,0,0,0,12,24.0,18.6,4.0,4.7,45,0,748080,0,0
Leander Dendoncker,MID,Wolves,464,8,15,3,False,2020-09-14T17:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,11,16.4,15.4,4.0,3.6,50,0,145802,0,0
Leandro Trossard,MID,Brighton,69,7,5,8,True,2020-09-14T19:15:00Z,1,3,1,90,1,0,0,3,0,0,0,0,0,0,1,28,40.8,27.6,11.0,7.9,60,0,24123,0,0
Leif Davis,DEF,Leeds,214,3,11,0,False,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,87393,0,0
Leonardo Campana,FWD,Wolves,476,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,17621,0,0
Lewis Dunk,DEF,Brighton,62,7,5,1,True,2020-09-14T19:15:00Z,1,3,1,90,0,0,0,3,0,0,0,0,0,0,0,16,20.4,1.2,7.0,2.9,50,0,531265,0,0
Liam Cooper,DEF,Leeds,195,3,11,0,False,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,51620,0,0
Lucas Digne,DEF,Everton,155,4,17,12,False,2020-09-13T15:30:00Z,0,1,1,90,0,1,1,0,0,0,0,0,0,0,3,38,40.8,19.9,0.0,6.1,60,0,397204,0,0
Lucas Rodrigues Moura da Silva,MID,Spurs,392,4,7,2,True,2020-09-13T15:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,-1,2.8,5.8,35.0,4.4,70,0,149187,0,0
Lucas Torreira,MID,Arsenal,19,2,8,0,False,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,15039,0,0
Lukasz Fabianski,GK,West Ham,431,6,14,1,True,2020-09-12T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.5,50,0,102540,0,0
Luka Milivojevic,MID,Crystal Palace,138,1,16,1,True,2020-09-12T14:00:00Z,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,6,6.0,28.3,0.0,3.4,60,0,57448,0,0
Luke Ayling,DEF,Leeds,197,3,11,0,False,2020-09-12T16:30:00Z,4,3,1,90,0,0,0,4,0,0,0,0,0,0,0,15,35.6,4.3,0.0,4.0,45,0,237865,0,0
Luke Freeman,MID,Sheffield Utd,477,8,20,0,True,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,433,0,0
Luke Thomas,DEF,Leicester,240,5,18,0,False,2020-09-13T13:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,27278,0,0
Lys Mousset,FWD,Sheffield Utd,359,8,20,0,True,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,28676,0,0
Léo Bonatini,FWD,Wolves,463,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,18422,0,0
Mamadou Sakho,DEF,Crystal Palace,127,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1486,0,0
Manuel Lanzini,MID,West Ham,439,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,2974,0,0
Marcos Alonso,DEF,Chelsea,104,7,3,2,False,2020-09-14T19:15:00Z,1,3,1,90,0,0,0,1,0,0,0,0,0,0,0,14,17.8,3.7,2.0,2.4,60,0,205442,0,0
Marcus Bettinelli,GK,Fulham,183,2,1,0,True,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,6306,0,0
Marc Albrighton,MID,Leicester,221,5,18,1,False,2020-09-13T13:00:00Z,0,3,1,23,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.8,0.0,0.1,55,0,12864,0,0
Marek Rodák,GK,Fulham,186,2,1,1,True,2020-09-12T11:30:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,2,0,11,18.2,0.0,0.0,1.8,45,0,27465,0,0
